Factor,feature,Portion,Design,n_simulation,N
X3 (non-informative),X3,0.14885349960772795,Definitive Screening Design,109,17
Random Normal,Random Normal,0.19287685972819266,Definitive Screening Design,109,17
X1,X1,0.07260634237456907,Definitive Screening Design,110,17
X2,X2,0.635131882435587,Definitive Screening Design,110,17
X3 (non-informative),X3,0.13975513162149975,Definitive Screening Design,110,17
Random Normal,Random Normal,0.15250664356834412,Definitive Screening Design,110,17
X1,X1,0.04925506006780875,Definitive Screening Design,111,17
X2,X2,0.7083207399050224,Definitive Screening Design,111,17
X3 (non-informative),X3,0.12619612567790292,Definitive Screening Design,111,17
Random Normal,Random Normal,0.11622807434926598,Definitive Screening Design,111,17
X1,X1,0.04254107194255972,Definitive Screening Design,112,17
X2,X2,0.5805563574539662,Definitive Screening Design,112,17
X3 (non-informative),X3,0.08905100082477702,Definitive Screening Design,112,17
Random Normal,Random Normal,0.2878515697786971,Definitive Screening Design,112,17
X1,X1,0.039371578684352176,Definitive Screening Design,113,17
X2,X2,0.6202264558926254,Definitive Screening Design,113,17
X3 (non-informative),X3,0.08795485171030393,Definitive Screening Design,113,17
Random Normal,Random Normal,0.25244711371271844,Definitive Screening Design,113,17
X1,X1,0.06127025594715934,Definitive Screening Design,114,17
X2,X2,0.5937209175470197,Definitive Screening Design,114,17
X3 (non-informative),X3,0.1169795092241732,Definitive Screening Design,114,17
Random Normal,Random Normal,0.22802931728164771,Definitive Screening Design,114,17
X1,X1,0.08342215037213661,Definitive Screening Design,115,17
X2,X2,0.5667222426986788,Definitive Screening Design,115,17
X3 (non-informative),X3,0.17302422876314844,Definitive Screening Design,115,17
Random Normal,Random Normal,0.17683137816603609,Definitive Screening Design,115,17
X1,X1,0.08351583749117869,Definitive Screening Design,116,17
X2,X2,0.6448952812060501,Definitive Screening Design,116,17
X3 (non-informative),X3,0.1297579448756933,Definitive Screening Design,116,17
Random Normal,Random Normal,0.14183093642707786,Definitive Screening Design,116,17
X1,X1,0.12079196382778275,Definitive Screening Design,117,17
X2,X2,0.6429778068142326,Definitive Screening Design,117,17
X3 (non-informative),X3,0.11424138174787968,Definitive Screening Design,117,17
Random Normal,Random Normal,0.12198884761010506,Definitive Screening Design,117,17
X1,X1,0.08042729914876179,Definitive Screening Design,118,17
X2,X2,0.6402156936747552,Definitive Screening Design,118,17
X3 (non-informative),X3,0.13761715656216494,Definitive Screening Design,118,17
Random Normal,Random Normal,0.1417398506143182,Definitive Screening Design,118,17
X1,X1,0.08449736109820453,Definitive Screening Design,119,17
X2,X2,0.6482846181506099,Definitive Screening Design,119,17
X3 (non-informative),X3,0.15916901447866924,Definitive Screening Design,119,17
Random Normal,Random Normal,0.10804900627251625,Definitive Screening Design,119,17
X1,X1,0.07638378241964758,Definitive Screening Design,120,17
X2,X2,0.5688626574759851,Definitive Screening Design,120,17
X3 (non-informative),X3,0.13185047940011924,Definitive Screening Design,120,17
Random Normal,Random Normal,0.22290308070424814,Definitive Screening Design,120,17
X1,X1,0.05568868415169573,Definitive Screening Design,121,17
X2,X2,0.6286303117218794,Definitive Screening Design,121,17
X3 (non-informative),X3,0.13647808085819116,Definitive Screening Design,121,17
Random Normal,Random Normal,0.17920292326823362,Definitive Screening Design,121,17
X1,X1,0.09382563588845733,Definitive Screening Design,122,17
X2,X2,0.6065115424450946,Definitive Screening Design,122,17
X3 (non-informative),X3,0.1372616731494648,Definitive Screening Design,122,17
Random Normal,Random Normal,0.16240114851698334,Definitive Screening Design,122,17
X1,X1,0.0829081457617268,Definitive Screening Design,123,17
X2,X2,0.6897841604858013,Definitive Screening Design,123,17
X3 (non-informative),X3,0.09971755723462648,Definitive Screening Design,123,17
Random Normal,Random Normal,0.12759013651784537,Definitive Screening Design,123,17
X1,X1,0.06571518801214973,Definitive Screening Design,124,17
X2,X2,0.649462188597884,Definitive Screening Design,124,17
X3 (non-informative),X3,0.15425483496404402,Definitive Screening Design,124,17
Random Normal,Random Normal,0.13056778842592226,Definitive Screening Design,124,17
X1,X1,0.0787205937045368,Definitive Screening Design,125,17
X2,X2,0.6220721010763494,Definitive Screening Design,125,17
X3 (non-informative),X3,0.12634689765027007,Definitive Screening Design,125,17
Random Normal,Random Normal,0.17286040756884377,Definitive Screening Design,125,17
X1,X1,0.05487459552478622,Definitive Screening Design,126,17
X2,X2,0.7099448446281155,Definitive Screening Design,126,17
X3 (non-informative),X3,0.10994871566039678,Definitive Screening Design,126,17
Random Normal,Random Normal,0.12523184418670139,Definitive Screening Design,126,17
X1,X1,0.0727084962809801,Definitive Screening Design,127,17
X2,X2,0.5776743572523969,Definitive Screening Design,127,17
X3 (non-informative),X3,0.17190668805260856,Definitive Screening Design,127,17
Random Normal,Random Normal,0.17771045841401434,Definitive Screening Design,127,17
X1,X1,0.08225111311466082,Definitive Screening Design,128,17
X2,X2,0.6035189958020597,Definitive Screening Design,128,17
X3 (non-informative),X3,0.1279810727871941,Definitive Screening Design,128,17
Random Normal,Random Normal,0.18624881829608547,Definitive Screening Design,128,17
X1,X1,0.05115925610105168,Definitive Screening Design,129,17
X2,X2,0.7153211474965868,Definitive Screening Design,129,17
X3 (non-informative),X3,0.11258967188735988,Definitive Screening Design,129,17
Random Normal,Random Normal,0.12092992451500159,Definitive Screening Design,129,17
X1,X1,0.056102423587196006,Definitive Screening Design,130,17
X2,X2,0.6470103505312063,Definitive Screening Design,130,17
X3 (non-informative),X3,0.12332003272327641,Definitive Screening Design,130,17
Random Normal,Random Normal,0.17356719315832134,Definitive Screening Design,130,17
X1,X1,0.07493503843596086,Definitive Screening Design,131,17
X2,X2,0.6719535925070479,Definitive Screening Design,131,17
X3 (non-informative),X3,0.118726890558382,Definitive Screening Design,131,17
Random Normal,Random Normal,0.13438447849860932,Definitive Screening Design,131,17
X1,X1,0.0850619651388198,Definitive Screening Design,132,17
X2,X2,0.6457334428448489,Definitive Screening Design,132,17
X3 (non-informative),X3,0.10372156328041612,Definitive Screening Design,132,17
Random Normal,Random Normal,0.1654830287359151,Definitive Screening Design,132,17
X1,X1,0.06417680885981135,Definitive Screening Design,133,17
X2,X2,0.6419851098036444,Definitive Screening Design,133,17
X3 (non-informative),X3,0.11038280576091217,Definitive Screening Design,133,17
Random Normal,Random Normal,0.18345527557563204,Definitive Screening Design,133,17
X1,X1,0.06700924252185021,Definitive Screening Design,134,17
X2,X2,0.6564649559106227,Definitive Screening Design,134,17
X3 (non-informative),X3,0.15416574968567337,Definitive Screening Design,134,17
Random Normal,Random Normal,0.12236005188185385,Definitive Screening Design,134,17
X1,X1,0.05162064073232357,Definitive Screening Design,135,17
X2,X2,0.6646208328140608,Definitive Screening Design,135,17
X3 (non-informative),X3,0.09815905374833839,Definitive Screening Design,135,17
Random Normal,Random Normal,0.18559947270527719,Definitive Screening Design,135,17
X1,X1,0.06599009655337372,Definitive Screening Design,136,17
X2,X2,0.6193001445047752,Definitive Screening Design,136,17
X3 (non-informative),X3,0.1378693909358016,Definitive Screening Design,136,17
Random Normal,Random Normal,0.17684036800604938,Definitive Screening Design,136,17
X1,X1,0.0860141461616332,Definitive Screening Design,137,17
X2,X2,0.6246819824559431,Definitive Screening Design,137,17
X3 (non-informative),X3,0.10882382025852913,Definitive Screening Design,137,17
Random Normal,Random Normal,0.1804800511238947,Definitive Screening Design,137,17
X1,X1,0.08549928185993122,Definitive Screening Design,138,17
X2,X2,0.6730201976132871,Definitive Screening Design,138,17
X3 (non-informative),X3,0.12524902532704887,Definitive Screening Design,138,17
Random Normal,Random Normal,0.11623149519973279,Definitive Screening Design,138,17
X1,X1,0.075216114866307,Definitive Screening Design,139,17
X2,X2,0.6509131116790742,Definitive Screening Design,139,17
X3 (non-informative),X3,0.13261964897092948,Definitive Screening Design,139,17
Random Normal,Random Normal,0.14125112448368943,Definitive Screening Design,139,17
X1,X1,0.048179293373665624,Definitive Screening Design,140,17
X2,X2,0.7026590509420252,Definitive Screening Design,140,17
X3 (non-informative),X3,0.12362637293532341,Definitive Screening Design,140,17
Random Normal,Random Normal,0.12553528274898573,Definitive Screening Design,140,17
X1,X1,0.07179614717714636,Definitive Screening Design,141,17
X2,X2,0.6376311305038473,Definitive Screening Design,141,17
X3 (non-informative),X3,0.1277759628600929,Definitive Screening Design,141,17
Random Normal,Random Normal,0.16279675945891345,Definitive Screening Design,141,17
X1,X1,0.05868813735839693,Definitive Screening Design,142,17
X2,X2,0.6174398101404934,Definitive Screening Design,142,17
X3 (non-informative),X3,0.08517309412434974,Definitive Screening Design,142,17
Random Normal,Random Normal,0.23869895837675986,Definitive Screening Design,142,17
X1,X1,0.05766557050222087,Definitive Screening Design,143,17
X2,X2,0.6546065422575392,Definitive Screening Design,143,17
X3 (non-informative),X3,0.10836627556708328,Definitive Screening Design,143,17
Random Normal,Random Normal,0.1793616116731565,Definitive Screening Design,143,17
X1,X1,0.06544603789260918,Definitive Screening Design,144,17
X2,X2,0.5511396032971622,Definitive Screening Design,144,17
X3 (non-informative),X3,0.11519393541270159,Definitive Screening Design,144,17
Random Normal,Random Normal,0.26822042339752694,Definitive Screening Design,144,17
X1,X1,0.05593196330323967,Definitive Screening Design,145,17
X2,X2,0.6007995755776341,Definitive Screening Design,145,17
X3 (non-informative),X3,0.13821446531753223,Definitive Screening Design,145,17
Random Normal,Random Normal,0.20505399580159409,Definitive Screening Design,145,17
X1,X1,0.06824430412611994,Definitive Screening Design,146,17
X2,X2,0.6235249931350325,Definitive Screening Design,146,17
X3 (non-informative),X3,0.06295478788443709,Definitive Screening Design,146,17
Random Normal,Random Normal,0.24527591485441033,Definitive Screening Design,146,17
X1,X1,0.0233825584543808,Definitive Screening Design,147,17
X2,X2,0.5690852973508304,Definitive Screening Design,147,17
X3 (non-informative),X3,0.1448292620056655,Definitive Screening Design,147,17
Random Normal,Random Normal,0.26270288218912324,Definitive Screening Design,147,17
X1,X1,0.046786342794711805,Definitive Screening Design,148,17
X2,X2,0.5856088418079421,Definitive Screening Design,148,17
X3 (non-informative),X3,0.06993238818759846,Definitive Screening Design,148,17
Random Normal,Random Normal,0.2976724272097477,Definitive Screening Design,148,17
X1,X1,0.08698698142654183,Definitive Screening Design,149,17
X2,X2,0.6086262275334489,Definitive Screening Design,149,17
X3 (non-informative),X3,0.14638087225954327,Definitive Screening Design,149,17
Random Normal,Random Normal,0.15800591878046605,Definitive Screening Design,149,17
X1,X1,0.053603575348612036,Definitive Screening Design,150,17
X2,X2,0.6237664399446766,Definitive Screening Design,150,17
X3 (non-informative),X3,0.08960246155444448,Definitive Screening Design,150,17
Random Normal,Random Normal,0.23302752315226682,Definitive Screening Design,150,17
X1,X1,0.07372178380592989,Definitive Screening Design,151,17
X2,X2,0.6760872346043431,Definitive Screening Design,151,17
X3 (non-informative),X3,0.13026383156213375,Definitive Screening Design,151,17
Random Normal,Random Normal,0.11992715002759348,Definitive Screening Design,151,17
X1,X1,0.07898719178223719,Definitive Screening Design,152,17
X2,X2,0.6507953503353137,Definitive Screening Design,152,17
X3 (non-informative),X3,0.1349645680663339,Definitive Screening Design,152,17
Random Normal,Random Normal,0.13525288981611525,Definitive Screening Design,152,17
X1,X1,0.06796924196049454,Definitive Screening Design,153,17
X2,X2,0.6176175637960688,Definitive Screening Design,153,17
X3 (non-informative),X3,0.1323550414169671,Definitive Screening Design,153,17
Random Normal,Random Normal,0.1820581528264696,Definitive Screening Design,153,17
X1,X1,0.04737848209315519,Definitive Screening Design,154,17
X2,X2,0.5829106915387811,Definitive Screening Design,154,17
X3 (non-informative),X3,0.13218559330122095,Definitive Screening Design,154,17
Random Normal,Random Normal,0.23752523306684284,Definitive Screening Design,154,17
X1,X1,0.08968939685255359,Definitive Screening Design,155,17
X2,X2,0.6262496889593074,Definitive Screening Design,155,17
X3 (non-informative),X3,0.15642900616189598,Definitive Screening Design,155,17
Random Normal,Random Normal,0.12763190802624294,Definitive Screening Design,155,17
X1,X1,0.06602407772253882,Definitive Screening Design,156,17
X2,X2,0.6847391757087821,Definitive Screening Design,156,17
X3 (non-informative),X3,0.15260947939125927,Definitive Screening Design,156,17
Random Normal,Random Normal,0.09662726717741983,Definitive Screening Design,156,17
X1,X1,0.07128775473359994,Definitive Screening Design,157,17
X2,X2,0.6227961061667034,Definitive Screening Design,157,17
X3 (non-informative),X3,0.09113326561515962,Definitive Screening Design,157,17
Random Normal,Random Normal,0.21478287348453712,Definitive Screening Design,157,17
X1,X1,0.08727616888529044,Definitive Screening Design,158,17
X2,X2,0.6490243157754293,Definitive Screening Design,158,17
X3 (non-informative),X3,0.1354285311305155,Definitive Screening Design,158,17
Random Normal,Random Normal,0.12827098420876465,Definitive Screening Design,158,17
X1,X1,0.05335067330777323,Definitive Screening Design,159,17
X2,X2,0.5963845728208401,Definitive Screening Design,159,17
X3 (non-informative),X3,0.18089362504248974,Definitive Screening Design,159,17
Random Normal,Random Normal,0.16937112882889677,Definitive Screening Design,159,17
X1,X1,0.05372868784851385,Definitive Screening Design,160,17
X2,X2,0.6548684516220675,Definitive Screening Design,160,17
X3 (non-informative),X3,0.0933796184467998,Definitive Screening Design,160,17
Random Normal,Random Normal,0.19802324208261876,Definitive Screening Design,160,17
X1,X1,0.07410756807669487,Definitive Screening Design,161,17
X2,X2,0.6503655568190262,Definitive Screening Design,161,17
X3 (non-informative),X3,0.16460418515607791,Definitive Screening Design,161,17
